"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
solution_group,solution_priority_action_area,solution_name,state,annual_tons_diversion_potential,annual_mtco2e_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit,relevent_for_consumers,relevent_for_foodservice,relevent_for_government,relevent_for_manufacturers,relevent_for_producers,relevent_for_retailers,relevent_for_solution_providers
Prevention,Optimize The Harvest,Buyer Specification Expansion,Idaho,23705.26949,4687.712737,680364332.7,39508782.48,0,234049.1845,95904759.96,95670710.77,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Illinois,3143.908855,4848.906839,375992827.8,5239848.092,0,17324.52054,12719358.63,12702034.11,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Indiana,6027.967962,2423.946406,329901468.7,10046613.27,0,54258.33419,24387439.29,24333180.95,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Iowa,545.359091,3550.943479,443423572.6,908931.8183,0,0,2206367.354,2206367.354,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Kansas,289.5144826,1886.258741,234839587.9,482524.1376,0,0,1171293.031,1171293.031,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Kentucky,366.849739,1291.494385,103370517.6,611416.2317,0,0,1484169.424,1484169.424,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Louisiana,77.37089672,376.0223242,36406920.92,128951.4945,0,0,313020.5831,313020.5831,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Maine,2859.039243,385.0577752,89806523.82,4765065.405,0,27773.91415,11566857.42,11539083.51,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Maryland,310.0691926,827.0167805,39758277.37,516781.9877,0,0,1254451.526,1254451.526,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Massachusetts,728.7424162,1628.870987,96412629.08,1214570.694,0,1430.681732,2948283.99,2946853.308,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Michigan,17958.41527,3592.771215,602710381.1,29930692.11,0,174089.7866,72654626.71,72480536.92,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Minnesota,4560.546725,3117.474913,359244070.2,7600911.208,0,38436.76739,18450671.45,18412234.68,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Mississippi,1873.970811,1110.611677,175983384.6,3123284.685,0,17519.92985,7581551.472,7564031.542,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Missouri,453.8019269,1763.493638,178710482.7,756336.5449,0,0,1835953.179,1835953.179,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Montana,46.37375738,146.8228135,11648512.9,77289.59564,0,0,187614.9973,187614.9973,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Nebraska,1965.246583,3079.420217,405679612,3275410.972,0,16029.4286,7950827.217,7934797.788,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Nevada,124.6167215,350.7954867,17531739.52,207694.5358,0,0,504163.7163,504163.7163,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,New Hampshire,12.80590085,35.28832338,1066968.387,21343.16809,0,0,51809.0228,51809.0228,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,New Jersey,2465.444477,2192.476477,143481301.5,4109074.129,0,17795.78422,9974485.247,9956689.463,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,New Mexico,1804.694687,421.1830056,65114361.75,3007824.479,0,17277.08555,7301280.033,7284002.948,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,New York,17710.33867,5807.501868,698618118,29517231.11,0,161956.1223,71650979.52,71489023.4,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,North Carolina,19635.20636,4066.04566,847617187.4,32725343.94,0,190383.6876,79438445.28,79248061.59,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,North Dakota,3464.234316,389.0450103,94050108.98,5773723.86,0,34411.73865,14015304.09,13980892.36,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Ohio,2006.750732,3084.202054,258488802.3,3344584.553,0,11029.93247,8118741.166,8107711.234,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Oklahoma,129.0464964,753.9256364,85564689.25,215077.494,0,0,522085.3222,522085.3222,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Oregon,12025.48067,2385.359953,367100261,20042467.78,0,116437.9895,48651665.3,48535227.31,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Pennsylvania,4791.736991,4434.818718,430409710.1,7986228.318,0,36234.55435,19386001.33,19349766.78,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Rhode Island,52.29515966,165.7098776,8155890.156,87158.59943,0,0,211571.3022,211571.3022,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,South Carolina,2673.621301,1179.817382,151053982.3,4456035.502,0,24593.67782,10816709.31,10792115.63,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,South Dakota,99.52479544,638.819762,82119166.24,165874.6591,0,0,402648.9394,402648.9394,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Tennessee,366.2963777,1456.988557,128871875.9,610493.9629,0,0,1481930.682,1481930.682,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Texas,14449.40646,6974.61829,864678246.6,24082344.09,0,129275.9149,58458177.77,58328901.85,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Utah,287.0474919,899.9218236,78159477.27,478412.4865,0,174.6007848,1161312.29,1161137.69,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Vermont,152.2512872,424.3755537,34225857.01,253752.1453,0,0,615965.288,615965.288,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Virginia,3437.558321,2040.382936,241664245.1,5729263.869,0,29807.69652,13907380.63,13877572.93,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Washington,70946.6804,8590.010674,2000467585,118244467.3,0,705924.1538,287030036,286324111.8,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,West Virginia,6.339677016,26.33715297,2241725.398,10566.12836,0,0,25648.52522,25648.52522,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Wisconsin,10153.56094,5447.658471,663099025.1,16922601.57,0,86752.30981,41078411.92,40991659.61,No,No,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Buyer Specification Expansion,Wyoming,4.200835824,21.82139508,2284155.022,7001.39304,0,0,16995.38373,16995.38373,No,No,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Gleaning,Arizona,4635.554076,-1696.918391,126550590,7725923.46,17.24426116,2786924.257,11777489.28,8990565.028,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,California,37814.03035,-12136.99157,1032322732,63023383.91,140.6681929,22734032.81,96073593.35,73339560.54,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Colorado,267.6500847,-86.58910369,7306845.216,446083.4745,0.995658315,160912.9138,680014.9352,519102.0214,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Florida,5447.03249,-1724.406198,148703944.3,9078387.483,20.26296086,3274790.182,13839201.47,10564411.29,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Georgia,2817.927393,-1031.547198,76929395.75,4696545.654,10.4826899,1694155.667,7159469.856,5465314.189,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Hawaii,15.03545178,-4.760016953,410467.7158,25059.0863,0.055931881,9039.408148,38200.36814,29160.95999,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Idaho,1433.760343,-396.7770075,39141646.13,2389600.571,5.333588475,861985.7331,3642735.431,2780749.698,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Illinois,274.88686,-95.0693198,7504409.127,458144.7667,1.022579119,165263.7087,698401.3121,533137.6034,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Indiana,868.3369135,-316.1569239,23705590.94,1447228.189,3.230213318,522049.6123,2206171.803,1684122.191,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Maine,172.1586291,-61.36196306,4699929.226,286931.0485,0.6404301,103502.8503,437401.0908,333898.2406,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Massachusetts,28.67955156,-9.799972398,782951.5331,47799.2526,0.106687932,17242.32673,72865.74715,55623.42043,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Michigan,2192.7839,-698.6128431,59862983.3,3654639.834,8.157156109,1318315.468,5571176.275,4252860.807,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Minnesota,286.7265751,-94.80992343,7827633.254,477877.6251,1.066622859,172381.8198,728482.3152,556100.4955,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Mississippi,326.1197035,-113.389977,8903065.353,543532.8392,1.213165297,196065.2163,828567.9017,632502.6854,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Nebraska,96.95245785,-25.91969087,2646801.34,161587.4297,0.360663143,58288.42727,246325.7929,188037.3657,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,New Jersey,292.4509014,-88.46237908,7983907.319,487418.169,1.087917353,175823.3208,743026.0334,567202.7127,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,New Mexico,194.7799264,-61.85429431,5317490.466,324633.2107,0.724581326,117102.9165,494874.7137,377771.7972,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,New York,1887.648705,-600.7304751,51532794.86,3146081.175,7.022053182,1134866.27,4795923.428,3661057.158,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,North Carolina,3286.492799,-1203.073027,89721227.69,5477487.999,12.22575321,1975860.135,8349947.621,6374087.486,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,North Dakota,212.096669,-70.39757826,5790237.402,353494.4483,0.788999609,127513.851,538871.1263,411357.2754,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Ohio,184.5683207,-67.20262093,5038713.709,307613.8678,0.686594153,110963.6349,468930.2257,357966.5908,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Oregon,1355.986546,-429.9782536,37018422.08,2259977.576,5.04426995,815227.6373,3445136.601,2629908.964,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Pennsylvania,628.4945913,-200.3901855,17157897.42,1047490.985,2.33799988,377854.9001,1596807.672,1218952.772,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,South Carolina,397.6084958,-125.9022518,10854708.82,662680.8264,1.479103604,239044.7277,1010198.505,771153.7777,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Texas,1969.183795,-689.8477414,53758702.17,3281972.991,7.325363716,1183885.679,5003078.523,3819192.844,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Utah,3.856772997,-1.411833175,105289.8726,6427.954995,0.014347196,2318.716176,9798.850774,7480.134599,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Virginia,506.2399233,-161.3835477,13820345.94,843733.2055,1.883212515,304354.625,1286196.898,981842.2729,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Washington,10206.08475,-3236.808545,278626033.7,17010141.24,37.96663526,6135962.322,25930460.91,19794498.58,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Gleaning,Wisconsin,686.5171418,-235.4799826,18741912.6,1144195.236,2.553843768,412738.4223,1744224.779,1331486.356,Yes,No,No,No,Yes,No,Yes
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Arizona,155244.1853,7730.288268,4238165044,258740308.9,235.4278071,30779696.63,303358200.8,272578504.2,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,California,1326928.367,131847.8826,35720837166,2211547278,2012.286869,263085232.5,2592912586,2329827354,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Colorado,14652.71347,1522.820227,385696538.1,24421189.11,22.22083997,2905139.889,28632446.27,25727306.38,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Florida,197623.9801,20574.71869,5312865698,329373300.2,299.6967659,39182183.5,386171339.9,346989156.4,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Georgia,101151.1427,5036.758638,2761425403,168585237.8,153.3957079,20054866.98,197656540.8,177601673.8,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Hawaii,543.0585431,56.53322455,14599428.18,905097.5718,0.823548281,107670.2305,1061175.092,953504.8611,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Idaho,91226.8999,14517.40793,2310382600,152044833.2,138.3455937,18087223.67,178263863.2,160176639.6,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Illinois,9441.911103,681.1250238,256178776.6,15736518.5,14.31865819,1872013.169,18450167.13,16578153.96,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Indiana,29788.40072,1560.620887,811827858.2,49647334.54,45.1741097,5906037.225,58208657.74,52302620.51,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Maine,10868.84205,657.6135873,295827672.9,18114736.74,16.48259896,2154925.546,21238491.87,19083566.32,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Massachusetts,987.2245302,75.75722771,26747478.8,1645374.217,1.497126,195733.3956,1929107.082,1733373.686,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Michigan,81999.91577,8358.122544,2205822774,136666526.3,124.3528723,16257823.29,160233678.7,143975855.4,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Minnesota,15464.18687,1372.289403,417649038.7,25773644.79,23.4514394,3066027.753,30218123.13,27152095.38,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Mississippi,11583.05918,853.1228028,311227464.2,19305098.64,17.56570925,2296530.765,22634123.05,20337592.29,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Nebraska,6220.90655,1055.825995,156359419,10368177.58,9.434004783,1233396.381,12156094.7,10922698.32,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,New Jersey,10182.75309,1213.230213,272684944.4,16971255.15,15.44214506,2018897.2,19897825.16,17878927.96,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,New Mexico,8649.867815,890.4726788,232686512.8,14416446.36,13.11752454,1714977.644,16902458.1,15187480.46,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,New York,68470.09568,7005.148662,1841673930,114116826.1,103.8349001,13575315.36,133795446.1,120220130.8,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,North Carolina,114618.7895,5707.371789,3129092056,191031315.8,173.8193943,22725048.04,223973282.4,201248234.4,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,North Dakota,13354.94955,1249.412637,354037556.7,22258249.25,20.252781,2647836.986,26096523.1,23448686.11,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Ohio,6202.622043,324.8604198,169042543.4,10337703.4,9.406276328,1229771.179,12120365.47,10890594.29,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Oregon,58764.15206,6085.08285,1580042989,97940253.43,89.1158366,11650953.43,114829340.7,103178387.2,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Pennsylvania,21972.88341,2233.785765,591125732,36621472.36,33.3218777,4356483.202,42936579.98,38580096.78,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,South Carolina,14161.85933,1473.333541,380728924.6,23603098.88,21.47645967,2807820.035,27673282.3,24865462.26,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Texas,72453.65599,5092.543846,1951174589,120756093.3,109.8759693,14365121.29,141579606.9,127214485.6,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Utah,128.1928347,6.383282979,3499663.382,213654.7244,0.194404434,25416.32431,250497.9339,225081.6096,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Virginia,17288.95471,1758.62492,465106768.9,28814924.51,26.21869981,3427817.795,33783849.51,30356031.71,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Washington,400220.7484,41422.22141,10761239481,667034580.6,606.9347649,79350303.49,782059862,702709558.5,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Wisconsin,32787.55689,2467.513655,888826580.7,54645928.15,49.72233002,6500668.945,64069222.61,57568553.66,Yes,Yes,No,No,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Alabama,321.8193311,1404.410472,187547090.2,536365.5519,0,599640.887,1256269.71,656628.8229,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Alaska,33.77690693,151.6892223,13298989.32,56294.84488,0,62935.97828,131853.1889,68917.21067,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Arizona,361.3518825,760.7593104,59608334.85,602253.1375,0,673301.2668,1410590.915,737289.6477,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Arkansas,313.9716623,1692.603847,200019788,523286.1039,0,585018.4495,1225635.166,640616.7161,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,California,7415.428152,7352.868472,1031818694,12359046.92,0,13817050.39,28947228.69,15130178.3,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Colorado,610.8253973,812.0377383,79766248.41,1018042.329,0,1138141.335,2384447.951,1246306.616,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Connecticut,66.90791077,191.4004199,11207985.17,111513.1846,0,124668.4555,261184.9989,136516.5434,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Delaware,64.19306703,405.704252,46269846.21,106988.445,0,119609.93,250587.2019,130977.2719,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Florida,1215.453646,1387.233276,145661427.7,2025756.077,0,2264735.621,4744704.411,2479968.79,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Georgia,1402.495092,3003.043687,521764679.4,2337491.82,0,2613246.998,5474848.563,2861601.565,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Hawaii,46.1997911,117.9629053,11439622.42,76999.65183,0,86083.34253,180347.7683,94264.42577,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Idaho,3148.131873,1295.656573,136595235.5,5246886.456,0,5865864.497,12289201.84,6423337.34,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Illinois,1315.97481,3773.152417,269540912.6,2193291.351,0,2452035.121,5137103.752,2685068.631,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Indiana,560.0809731,1734.430202,139238915.2,933468.2886,0,1043590.049,2186359.53,1142769.481,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Iowa,860.0646041,3446.349422,337985244.4,1433441.007,0,1602544.82,3357390.331,1754845.511,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Kansas,313.7509369,1564.857192,167294114.4,522918.2281,0,584607.1752,1224773.531,640166.3557,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Kentucky,224.1865205,810.2367076,72279638.46,373644.2008,0,417723.2098,875145.4863,457422.2764,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Louisiana,241.426819,636.1105313,45117941.55,402378.0317,0,449846.7864,942445.5605,492598.7741,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Maine,396.2065167,191.189523,20458077.2,660344.1945,0,738245.3574,1546651.172,808405.8151,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Maryland,149.3182461,426.2297263,26196900.63,248863.7435,0,278222.3343,582886.022,304663.6876,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Massachusetts,276.607556,832.6496845,58135115.03,461012.5933,0,515398.499,1079778.809,564380.3101,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Michigan,1106.235547,1674.383647,129905590.4,1843725.911,0,2061231.257,4318355.285,2257124.028,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Minnesota,1110.673296,2417.21502,208601831.8,1851122.161,0,2069500.046,4335678.702,2266178.656,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Mississippi,214.2967117,936.4105404,110423793.5,357161.1862,0,399295.6851,836539.1443,437243.4592,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Missouri,507.4555528,1640.638778,140739292.9,845759.2546,0,945533.9327,1980928.361,1035394.428,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Montana,26.79838571,86.76155167,7628735.38,44663.97618,0,49933.00968,104611.4916,54678.48187,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Nebraska,563.6161876,2271.260816,258356157.6,939360.3126,0,1050177.158,2200159.767,1149982.608,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Nevada,54.01177418,159.5570805,10004773.4,90019.62364,0,100639.2875,210843.0083,110203.7208,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,New Hampshire,3.459330248,9.225900233,343330.266,5765.550414,0,6445.715525,13504.01106,7058.295539,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,New Jersey,417.965008,1116.239697,67099679.92,696608.3466,0,778787.6112,1631588.685,852801.074,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,New Mexico,165.2259197,141.7768056,24243115.77,275376.5328,0,307862.8518,644983.996,337121.1443,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,New York,1092.428131,2418.26172,176603371.8,1820713.552,0,2035504.118,4264455.981,2228951.864,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,North Carolina,1012.599698,2721.775662,304120731.4,1687666.164,0,1886761.057,3952833.799,2066072.742,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,North Dakota,464.7514567,129.5424464,16202225.09,774585.7612,0,865964.0637,1814226.559,948262.4954,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Ohio,876.4621826,2459.939701,176740258.4,1460770.304,0,1633098.17,3421400.722,1788302.553,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Oklahoma,102.3128485,535.6846629,66739576.74,170521.4142,0,190637.918,399393.4488,208755.5309,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Oregon,1216.880521,1089.124605,84134897.45,2028134.201,0,2267394.293,4750274.427,2482880.134,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Pennsylvania,923.4616515,2934.460632,238840595,1539102.752,0,1720671.539,3604870.152,1884198.613,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Rhode Island,17.24056056,66.52583243,4724119.105,28734.2676,0,32124.06474,67301.09699,35177.03225,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,South Carolina,266.190502,765.4420405,88765021.59,443650.8366,0,495988.5665,1039114.287,543125.7202,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,South Dakota,88.69583256,494.2253974,55592537.59,147826.3876,0,165265.5468,346237.3981,180971.8513,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Tennessee,392.3944424,1281.716561,105851827,653990.7373,0,731142.3794,1531770.172,800627.793,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Texas,2037.390417,5132.550587,481590486.9,3395650.695,0,3796237.449,7953257.062,4157019.613,No,Yes,No,Yes,Yes,Yes,No
